participant_id,age,gender,education,education_numeric,technical_field,employment,crt_score,need_for_cognition,working_memory,big5_extraversion,big5_agreeableness,big5_conscientiousness,big5_neuroticism,big5_openness,impulsivity_total,sensation_seeking,trust_propensity,risk_taking,state_anxiety,current_stress,fatigue_level,phishing_self_efficacy,perceived_risk,security_attitudes,privacy_concern,phishing_knowledge,technical_expertise,prior_victimization,security_training,years_email_use,daily_email_volume,email_volume_numeric,email_check_frequency,link_click_tendency,social_media_usage,overall_accuracy,phishing_detection_rate,false_positive_rate,phishing_click_rate,report_rate,mean_response_latency,mean_dwell_time,response_latency_sd
P0343,52,Female,High school,1,0,Student,3,45,8,2.74,3.24,3.1,2.4,3.46,2.53,2.97,2.75,3.53,2.25,2.84,3.65,3.77,2.68,3.26,3.49,5,2,1,0,40,100+,5,Hourly,2.2,0.3,0.626,0.638,0.128,0.289,0.209,3025,4165,1276
P0344,44,Male,Doctorate,5,0,Employed full-time,6,71,11,2.71,3.9,3.72,2.5,3.71,2.12,2.65,3.24,2.0,2.13,2.37,3.14,3.2,2.73,3.12,2.58,6,4,1,0,29,0-10,1,Few times/day,2.84,0.8,0.797,0.772,0.104,0.222,0.432,3989,5796,1849
P0345,35,Male,Bachelor,3,1,Student,5,44,9,3.16,3.35,3.98,2.76,3.76,2.37,3.15,2.69,3.25,2.87,1.58,1.0,4.01,3.06,3.5,3.2,8,4,0,0,23,100+,5,Constantly,3.7,1.4,0.719,0.749,0.23,0.162,0.406,4296,5406,1913
P0346,59,Female,Some college,2,0,Student,6,62,9,2.3,3.44,3.75,2.78,4.61,2.58,3.13,3.61,3.78,3.24,3.47,4.01,4.07,4.04,3.02,3.04,6,1,3,1,40,26-50,3,Few times/day,2.25,1.4,0.646,0.624,0.274,0.219,0.246,5023,5471,2199
P0347,53,Male,Bachelor,3,0,Employed full-time,4,54,7,3.04,3.78,3.32,1.12,2.86,2.36,2.63,3.53,2.19,2.54,2.51,2.08,3.84,3.55,3.27,4.07,3,4,0,1,40,0-10,1,Few times/day,2.32,0.9,0.558,0.592,0.085,0.238,0.227,4277,6185,2144
P0348,44,Female,High school,1,1,Employed full-time,5,66,8,3.4,3.08,3.61,2.04,3.32,1.65,3.61,3.31,3.74,2.61,3.1,3.04,4.58,2.53,3.16,2.69,7,6,0,0,31,11-25,2,Hourly,2.63,1.4,0.718,0.708,0.119,0.17,0.29,3310,4854,1916
P0349,43,Female,Doctorate,5,0,Employed part-time,6,78,10,3.49,2.86,2.63,4.28,5.0,3.14,3.19,3.31,3.24,2.69,3.46,3.19,2.89,4.67,4.06,4.81,7,4,0,1,30,26-50,3,Once daily,4.14,1.1,0.649,0.603,0.206,0.18,0.32,3560,4901,1583
P0350,31,Female,Some college,2,0,Student,1,57,7,2.07,3.45,2.9,2.77,4.6,2.09,3.06,2.82,3.16,3.18,1.87,1.28,3.58,2.47,4.25,3.35,3,2,2,1,16,100+,5,Once daily,2.27,3.5,0.459,0.456,0.397,0.372,0.438,4271,6467,1749
P0351,50,Female,Bachelor,3,0,Student,3,68,7,4.25,4.37,4.73,1.0,2.62,2.15,4.05,3.44,3.11,1.94,1.86,1.42,3.38,2.61,3.59,3.35,6,1,0,1,40,11-25,2,Hourly,2.23,0.1,0.646,0.695,0.173,0.24,0.337,2927,2963,1409
P0352,59,Male,Some college,2,0,Unemployed,0,52,4,2.48,2.95,2.33,4.35,2.88,3.17,2.77,3.16,3.56,2.77,3.18,4.15,2.92,4.13,3.55,3.83,5,3,1,0,40,0-10,1,Few times/day,3.13,4.1,0.38,0.464,0.227,0.385,0.221,2241,2602,856
P0353,29,Male,Bachelor,3,0,Employed full-time,5,69,9,3.46,3.04,2.19,2.27,3.68,2.41,2.81,2.87,2.43,2.7,1.38,2.78,3.28,4.4,3.96,2.97,5,3,1,0,20,26-50,3,Hourly,2.69,0.6,0.723,0.752,0.186,0.159,0.341,4238,5522,1287
P0354,30,Male,Master,4,0,Self-employed,2,44,7,1.41,4.18,2.72,3.21,2.63,2.68,2.33,3.53,2.55,2.57,1.74,3.03,3.0,3.48,2.91,3.79,2,2,4,1,18,100+,5,Once daily,2.22,2.6,0.526,0.539,0.108,0.287,0.155,2720,3104,1230
P0355,40,Male,Bachelor,3,0,Self-employed,5,60,9,3.05,3.64,3.34,2.98,4.04,2.64,4.39,2.93,3.43,1.63,2.63,3.59,3.99,2.17,3.85,2.92,6,1,3,0,32,100+,5,Constantly,2.49,1.0,0.825,0.689,0.036,0.195,0.269,3418,4913,1119
P0356,33,Female,Bachelor,3,1,Employed part-time,6,48,5,2.12,2.6,3.02,3.2,4.18,3.01,2.91,3.38,2.88,2.2,2.86,1.39,4.26,3.28,3.7,3.68,9,6,1,1,15,11-25,2,Constantly,1.63,0.7,0.844,0.734,0.02,0.197,0.29,2592,2912,873
P0357,40,Female,Master,4,0,Student,2,58,7,3.03,3.42,4.7,2.72,3.75,2.39,3.47,3.57,2.53,2.44,3.69,3.01,4.27,2.11,3.26,3.6,5,2,2,1,28,11-25,2,Few times/day,2.82,1.9,0.536,0.542,0.148,0.354,0.218,3561,5347,1063
P0358,39,Male,High school,1,0,Self-employed,0,37,5,3.03,3.52,3.39,3.38,3.42,2.65,2.98,3.73,2.17,2.71,2.36,3.37,3.75,5.0,3.68,5.0,4,1,0,0,31,100+,5,Few times/day,2.1,2.9,0.545,0.488,0.202,0.299,0.18,1767,2072,353
P0359,30,Male,Some college,2,0,Employed part-time,4,47,7,3.7,3.89,2.52,3.76,3.9,2.97,3.5,3.65,3.28,2.4,1.56,5.62,3.77,3.43,3.67,3.89,3,5,1,0,12,26-50,3,Few times/day,4.79,1.2,0.502,0.584,0.095,0.298,0.162,2596,3919,764
P0360,61,Non-binary,Some college,2,0,Employed full-time,0,52,4,3.91,4.2,3.26,2.6,4.12,2.76,3.46,3.05,2.97,2.79,2.21,2.4,3.64,3.84,3.61,4.17,4,3,2,0,40,100+,5,Constantly,3.24,1.3,0.516,0.498,0.306,0.362,0.384,2285,2687,933
P0361,29,Male,Doctorate,5,0,Employed full-time,3,59,13,2.79,2.87,3.33,2.1,5.0,2.61,2.87,2.74,2.49,2.46,2.6,4.45,4.23,2.9,4.15,3.72,5,3,1,0,19,51-100,4,Few times/week,2.9,0.1,0.654,0.642,0.318,0.213,0.322,3811,3811,1890
P0362,40,Female,Some college,2,1,Employed full-time,6,59,10,3.27,2.96,3.13,3.43,4.33,2.8,3.53,2.68,3.36,2.07,2.19,3.5,2.65,4.64,3.38,3.6,5,5,3,0,27,11-25,2,Hourly,3.14,5.2,0.661,0.748,0.179,0.198,0.272,2670,3527,953
P0363,32,Male,Bachelor,3,0,Student,4,56,7,2.54,3.28,3.18,4.06,3.68,3.16,2.27,3.01,1.62,4.0,3.04,2.14,3.68,2.8,4.26,3.95,5,4,4,1,23,51-100,4,Hourly,2.63,3.8,0.593,0.656,0.334,0.278,0.253,4451,6241,1533
P0364,56,Female,Bachelor,3,0,Employed full-time,6,65,11,1.67,4.36,2.5,3.28,3.76,2.77,2.44,4.02,2.92,2.12,1.98,2.74,4.06,2.51,2.67,3.23,6,4,0,0,40,0-10,1,Few times/day,2.98,1.0,0.6,0.627,0.02,0.238,0.129,4033,4615,1592
P0365,42,Female,Some college,2,1,Employed full-time,1,51,6,2.05,3.78,3.4,2.96,3.06,2.52,3.48,2.71,2.94,2.35,3.04,4.54,5.0,3.44,3.79,3.18,5,3,1,0,28,51-100,4,Few times/day,3.04,2.9,0.569,0.595,0.209,0.249,0.447,3381,5199,1332
P0366,42,Female,Some college,2,0,Employed full-time,1,34,3,3.38,3.41,3.47,2.8,3.55,1.73,3.1,2.92,3.28,2.69,2.79,4.43,2.81,3.9,3.52,2.77,4,1,1,0,29,26-50,3,Few times/day,1.79,0.8,0.609,0.58,0.251,0.38,0.461,3742,5632,1480
P0367,59,Female,Some college,2,0,Employed full-time,1,42,6,2.9,3.48,3.79,3.03,4.07,2.88,2.67,3.03,2.88,2.38,1.85,2.88,2.8,4.9,3.0,4.21,7,2,2,0,40,100+,5,Constantly,3.36,2.6,0.55,0.606,0.115,0.308,0.3,2558,3257,1240
P0368,37,Male,Bachelor,3,1,Employed full-time,4,62,10,3.04,2.81,3.59,2.36,3.3,2.14,3.06,2.36,3.12,3.03,1.97,3.91,2.43,4.49,4.29,3.2,5,4,3,0,26,100+,5,Once daily,3.95,1.5,0.631,0.647,0.23,0.254,0.628,3689,4971,1384
P0369,45,Male,Some college,2,1,Employed full-time,6,69,11,1.94,3.36,2.69,3.49,3.49,3.46,2.34,3.23,1.71,2.72,2.15,2.26,3.21,4.16,2.79,4.11,6,5,4,0,34,0-10,1,Hourly,2.09,1.2,0.761,0.74,0.092,0.155,0.157,3567,4645,1287
P0370,32,Female,High school,1,1,Unemployed,0,38,3,1.65,3.15,2.45,3.9,3.69,2.91,2.63,2.91,2.99,2.53,1.52,3.29,3.75,2.65,4.16,3.43,3,4,3,0,20,11-25,2,Few times/day,3.24,0.1,0.439,0.505,0.125,0.315,0.27,2058,2877,825
P0371,40,Male,Master,4,0,Student,7,55,10,4.08,2.35,2.88,2.55,3.03,2.77,2.64,3.19,2.92,2.7,1.81,2.98,3.27,2.63,4.89,3.06,6,3,1,0,28,26-50,3,Few times/day,2.31,6.7,0.796,0.809,0.158,0.156,0.448,3966,5662,1793
P0372,48,Female,Doctorate,5,0,Employed full-time,3,57,9,2.4,2.68,4.06,2.34,3.67,2.13,3.22,2.74,2.57,1.0,1.0,4.62,3.19,2.5,3.33,2.6,1,2,3,0,33,51-100,4,Few times/day,3.05,3.6,0.699,0.645,0.04,0.215,0.468,2968,3120,1867
P0373,30,Female,Some college,2,1,Student,2,54,6,3.67,3.06,4.77,2.12,3.77,1.55,3.37,3.21,3.01,2.47,2.66,4.06,4.0,3.08,2.81,4.2,5,5,0,1,14,51-100,4,Constantly,2.71,3.2,0.667,0.713,0.118,0.166,0.457,3765,5841,2031
P0374,38,Female,Some college,2,0,Employed full-time,1,41,5,3.46,2.92,2.99,3.15,2.95,2.92,2.48,3.01,2.79,3.29,3.18,2.69,4.0,1.67,2.79,2.87,2,3,4,0,27,100+,5,Hourly,4.21,0.7,0.412,0.446,0.118,0.382,0.225,2398,3544,1006
P0375,45,Female,High school,1,0,Employed part-time,4,56,12,4.51,4.88,4.28,1.99,4.7,2.4,4.07,2.75,3.62,1.03,1.59,2.81,3.72,4.29,4.24,4.62,5,2,0,0,32,26-50,3,Hourly,3.85,0.7,0.7,0.699,0.02,0.236,0.519,2736,3127,982
P0376,26,Female,Bachelor,3,1,Unemployed,4,58,7,3.18,1.32,2.68,3.19,3.11,3.53,3.9,1.68,3.55,2.47,2.54,3.47,4.04,2.38,3.2,2.71,6,3,3,1,11,11-25,2,Hourly,1.77,1.7,0.678,0.611,0.251,0.343,0.174,3593,5453,1412
P0377,48,Female,Master,4,0,Employed full-time,6,65,9,3.42,2.99,3.35,2.87,3.48,2.8,2.73,3.15,3.55,1.73,2.81,3.31,4.09,2.28,1.78,4.28,6,4,0,1,34,0-10,1,Hourly,3.42,3.7,0.652,0.59,0.034,0.297,0.02,2986,4737,1033
P0378,44,Male,High school,1,1,Retired,3,57,7,2.87,3.55,3.73,3.3,3.99,2.03,3.47,3.37,2.48,2.73,2.97,3.16,2.7,2.88,3.63,3.45,7,4,0,0,35,11-25,2,Few times/day,3.2,5.5,0.731,0.648,0.039,0.213,0.405,4484,4675,1871
P0379,36,Male,Some college,2,0,Student,0,46,6,1.8,4.0,2.77,4.99,4.26,2.74,3.01,3.39,2.99,4.0,4.46,3.08,3.63,2.13,3.66,4.06,5,3,2,0,27,26-50,3,Constantly,3.76,0.6,0.474,0.622,0.32,0.254,0.227,3002,4212,1278
P0380,42,Male,Master,4,0,Employed full-time,6,60,11,3.88,4.22,4.37,1.53,3.79,2.21,3.59,4.07,3.15,2.07,2.0,5.16,3.75,3.72,4.04,2.43,5,2,2,1,32,100+,5,Few times/day,3.23,1.9,0.743,0.845,0.09,0.161,0.419,3708,5331,1664
P0381,63,Female,Bachelor,3,0,Student,1,52,3,2.62,4.5,4.72,2.92,5.0,1.6,3.77,3.84,3.67,2.45,3.2,2.96,3.56,2.43,3.6,2.35,3,1,2,0,40,11-25,2,Hourly,3.06,2.6,0.519,0.456,0.07,0.429,0.503,4619,6257,1120
P0382,27,Male,High school,1,1,Self-employed,0,30,3,3.24,3.68,3.27,3.33,4.33,2.89,3.19,3.94,3.73,1.35,2.29,3.86,3.43,3.6,4.24,3.72,6,3,2,0,13,51-100,4,Few times/day,2.38,0.5,0.394,0.36,0.02,0.498,0.335,2697,3979,889
P0383,39,Female,Bachelor,3,0,Employed full-time,5,63,9,2.98,3.85,3.63,3.99,4.0,2.71,3.21,2.32,2.99,2.48,2.58,6.41,3.49,3.94,3.38,2.98,2,3,1,0,31,11-25,2,Few times/day,2.95,1.0,0.692,0.663,0.179,0.277,0.201,3506,4662,1809
P0384,63,Male,Some college,2,0,Employed full-time,2,42,7,1.66,2.46,2.78,3.61,2.04,3.42,2.12,3.49,2.47,2.79,3.01,2.48,3.89,2.76,4.35,4.34,5,2,4,1,40,11-25,2,Few times/day,3.02,0.4,0.518,0.596,0.174,0.359,0.14,3370,4631,1050
P0385,32,Female,Some college,2,1,Self-employed,4,69,8,2.33,2.53,2.93,2.35,3.18,2.78,2.23,2.54,2.93,2.36,2.47,3.73,5.0,2.63,3.45,3.48,7,5,2,1,21,26-50,3,Once daily,3.21,2.4,0.757,0.774,0.108,0.166,0.122,3150,3197,1066
P0386,35,Male,Master,4,1,Student,4,62,10,3.18,4.38,2.01,2.79,3.48,3.08,3.28,3.59,3.45,2.67,1.97,3.79,2.85,2.56,4.12,2.82,7,4,1,0,20,11-25,2,Hourly,3.02,4.0,0.544,0.671,0.086,0.261,0.422,3277,3937,1225
P0387,53,Female,Master,4,1,Student,5,65,12,3.37,3.35,2.78,2.89,3.44,3.52,2.92,3.64,3.44,2.92,1.92,3.49,4.54,2.33,3.48,2.6,7,6,3,0,40,100+,5,Few times/day,3.56,4.2,0.583,0.58,0.229,0.262,0.207,3065,4566,1574
P0388,43,Female,Bachelor,3,0,Self-employed,2,51,7,2.53,3.98,3.76,2.22,4.48,2.51,4.04,2.52,3.07,1.81,2.04,3.55,4.52,2.86,4.63,3.06,5,3,4,0,23,26-50,3,Few times/day,3.07,2.2,0.578,0.557,0.145,0.32,0.476,2861,3420,1296
P0389,38,Male,Master,4,0,Employed full-time,3,72,10,2.89,2.56,4.1,2.66,4.01,2.36,2.85,2.7,2.44,2.46,1.12,2.45,2.86,3.25,3.98,2.99,5,2,2,0,24,11-25,2,Constantly,3.08,0.9,0.711,0.707,0.158,0.216,0.162,3759,4854,1420
P0390,27,Male,Bachelor,3,1,Student,5,56,12,3.4,4.18,4.24,3.07,4.0,1.95,2.62,3.92,2.1,2.38,2.17,3.93,3.93,2.09,3.36,3.56,5,5,0,1,10,51-100,4,Hourly,2.26,2.2,0.58,0.584,0.102,0.323,0.322,3990,4511,1448
P0391,51,Female,Master,4,0,Employed full-time,4,61,8,3.4,3.87,4.05,1.79,3.61,1.58,3.73,3.11,3.1,1.61,1.24,1.3,3.97,2.69,2.83,3.12,4,4,1,0,40,100+,5,Once daily,4.15,4.0,0.752,0.738,0.02,0.159,0.43,3503,4204,1209
P0392,62,Female,Bachelor,3,0,Employed full-time,3,42,8,2.96,2.62,3.14,3.17,2.69,2.59,2.36,3.21,2.43,2.24,2.01,5.66,5.0,3.33,3.6,4.28,7,4,1,1,40,26-50,3,Hourly,3.01,2.0,0.562,0.583,0.068,0.229,0.366,2735,3694,819
P0393,40,Male,Master,4,0,Student,5,67,11,1.2,3.46,3.04,2.48,3.74,2.04,1.82,3.47,1.88,2.63,1.77,5.56,5.0,3.23,3.02,3.81,6,3,1,0,27,11-25,2,Few times/day,3.15,1.1,0.739,0.834,0.099,0.093,0.303,3804,4866,1274
P0394,51,Non-binary,Master,4,1,Employed full-time,3,52,9,3.46,2.07,3.39,1.76,2.94,2.15,3.17,2.67,3.19,1.0,2.15,3.1,3.14,1.07,3.5,2.25,8,3,1,0,40,11-25,2,Hourly,2.59,5.0,0.795,0.782,0.02,0.195,0.414,2022,2077,1093
P0395,35,Female,High school,1,0,Student,0,44,4,2.32,2.58,3.13,3.27,3.4,3.0,3.39,3.07,3.13,1.8,2.57,4.76,3.32,3.71,3.71,3.26,3,3,4,0,20,0-10,1,Few times/day,2.16,3.6,0.459,0.437,0.063,0.385,0.229,1918,2275,995
P0396,32,Female,Master,4,1,Employed full-time,3,53,9,4.12,3.39,2.5,2.29,4.68,3.12,4.12,3.7,3.46,3.84,2.46,3.15,4.18,4.19,4.29,2.92,6,5,2,1,20,0-10,1,Few times/day,3.67,4.3,0.445,0.463,0.39,0.394,0.38,2908,4388,1083
P0397,27,Male,Master,4,0,Self-employed,4,64,10,3.4,2.48,3.15,2.95,2.64,2.51,2.58,3.03,2.82,2.25,2.07,3.51,4.09,2.74,3.77,2.72,5,4,1,0,16,100+,5,Once daily,2.95,4.7,0.741,0.766,0.03,0.14,0.333,2590,3782,933
P0398,45,Male,Master,4,0,Retired,5,69,8,2.46,2.6,3.28,4.09,3.71,3.89,2.93,3.21,3.09,3.78,3.56,2.68,3.91,1.81,3.48,2.03,7,4,2,1,30,0-10,1,Few times/day,3.89,1.0,0.424,0.491,0.406,0.398,0.032,2983,3892,1465
P0399,56,Female,Some college,2,0,Employed full-time,4,50,8,2.58,3.93,3.32,2.41,2.59,2.9,2.42,3.02,2.05,2.3,2.69,4.48,3.02,2.59,4.19,3.89,4,3,1,0,40,26-50,3,Once daily,2.43,3.9,0.588,0.627,0.02,0.257,0.277,3043,4109,1070
P0400,39,Female,Master,4,0,Student,5,63,10,3.9,3.94,3.87,1.8,3.86,2.06,4.25,3.64,3.99,1.8,1.8,2.8,3.13,2.56,4.47,4.05,6,3,0,0,32,26-50,3,Few times/day,2.52,1.7,0.735,0.639,0.047,0.248,0.572,3668,4412,1662
P0401,51,Female,Master,4,0,Unemployed,3,53,8,2.5,3.66,4.28,2.44,3.7,2.45,2.66,3.48,2.24,2.67,3.05,4.44,2.66,4.16,3.05,2.85,6,3,1,1,40,51-100,4,Constantly,3.03,0.1,0.561,0.498,0.059,0.404,0.287,4279,6452,1332
P0402,38,Male,Some college,2,0,Employed full-time,1,42,7,4.16,3.66,3.34,4.05,3.75,2.59,3.53,3.75,3.94,3.09,2.68,3.45,2.22,2.33,4.35,2.62,6,3,0,0,23,11-25,2,Few times/day,2.99,2.0,0.489,0.509,0.212,0.407,0.304,2878,3628,1190
P0403,48,Male,Doctorate,5,0,Student,5,70,9,2.46,1.76,2.42,3.29,4.24,3.12,3.11,1.98,2.85,2.63,2.6,3.48,2.67,2.91,4.29,3.79,5,4,4,0,34,11-25,2,Constantly,2.52,1.3,0.76,0.768,0.224,0.216,0.322,4124,4599,1493
P0404,40,Male,High school,1,1,Unemployed,4,56,9,1.8,4.05,4.34,2.36,3.36,1.87,1.94,3.89,2.13,2.29,1.79,1.71,4.83,4.54,3.16,3.03,8,3,0,0,22,11-25,2,Few times/day,2.93,0.6,0.778,0.72,0.105,0.183,0.394,3710,3875,1620
P0405,22,Male,High school,1,1,Employed part-time,0,24,6,2.75,3.37,4.21,1.16,2.28,1.35,2.43,2.78,1.58,1.99,1.48,3.57,4.34,3.33,2.13,4.11,2,4,1,0,9,11-25,2,Hourly,3.31,7.0,0.632,0.712,0.075,0.178,0.419,3384,3515,1702
P0406,31,Male,Bachelor,3,1,Employed part-time,2,47,5,2.47,3.25,3.11,3.74,3.44,3.02,2.7,4.08,2.89,2.58,2.22,2.12,4.36,3.36,4.17,3.04,4,5,1,1,19,11-25,2,Once daily,3.5,0.1,0.576,0.616,0.116,0.232,0.286,2018,2383,709
P0407,35,Male,Bachelor,3,0,Employed part-time,0,48,7,3.11,4.24,3.14,2.58,4.53,2.56,4.03,3.15,3.35,2.17,2.58,3.57,3.5,3.12,3.55,1.86,5,2,2,0,25,26-50,3,Few times/day,3.62,5.8,0.592,0.577,0.1,0.236,0.221,3511,5431,1104
P0408,39,Non-binary,Bachelor,3,0,Student,5,41,9,2.03,3.18,3.47,1.92,4.18,2.3,2.96,2.58,2.71,1.65,2.1,5.83,3.7,3.98,3.38,3.35,6,5,1,1,32,0-10,1,Few times/day,2.46,0.3,0.813,0.93,0.146,0.012,0.29,3974,6759,1494
P0409,46,Male,High school,1,0,Student,4,51,8,1.13,2.96,3.49,2.39,3.38,2.36,2.1,2.86,2.03,1.74,1.4,1.83,3.5,3.52,3.71,3.0,4,2,1,1,30,11-25,2,Constantly,2.71,0.9,0.683,0.658,0.066,0.206,0.504,3974,5803,2014
P0410,25,Female,Doctorate,5,1,Employed full-time,7,68,9,3.15,3.65,4.02,3.67,3.28,2.1,2.9,3.71,3.08,3.79,3.16,3.32,2.97,4.68,4.5,3.9,6,4,3,0,13,11-25,2,Few times/week,2.95,1.1,0.788,0.752,0.294,0.123,0.492,6245,6485,2564
P0411,27,Female,High school,1,1,Student,0,26,3,2.17,3.67,3.02,3.61,2.93,3.41,2.49,3.43,2.83,2.41,3.6,2.74,4.25,4.77,2.15,3.56,3,5,3,0,14,100+,5,Few times/day,2.85,2.6,0.316,0.347,0.124,0.396,0.039,2070,2344,815
P0412,38,Female,High school,1,1,Employed full-time,0,36,7,1.84,3.9,3.85,2.67,3.86,2.37,2.67,4.08,2.7,2.94,1.96,2.25,4.45,3.45,3.36,3.83,3,5,2,1,26,26-50,3,Once daily,3.14,0.5,0.469,0.501,0.184,0.297,0.201,2907,3295,1431
P0413,55,Male,High school,1,0,Employed part-time,2,50,10,3.96,3.79,3.7,1.16,4.23,1.91,4.02,3.2,4.08,1.62,1.21,2.55,2.83,3.17,3.43,3.48,4,3,0,1,40,51-100,4,Few times/day,3.69,8.6,0.629,0.581,0.079,0.291,0.438,2531,3181,1117
P0414,45,Female,Bachelor,3,0,Employed part-time,2,48,8,3.51,3.54,2.87,1.0,3.82,1.85,3.76,3.02,2.87,1.99,1.67,5.26,2.86,3.33,4.37,3.43,2,3,1,0,33,11-25,2,Hourly,3.75,2.8,0.661,0.698,0.099,0.229,0.416,2259,2651,1322
P0415,29,Female,Master,4,0,Employed full-time,6,64,10,3.07,5.0,3.88,2.21,4.24,2.67,2.75,3.54,2.38,2.25,2.91,5.58,3.98,2.75,3.99,3.37,7,5,3,1,19,51-100,4,Hourly,3.89,3.1,0.761,0.79,0.02,0.161,0.341,2990,4166,935
P0416,24,Female,Bachelor,3,0,Employed part-time,2,63,8,2.69,4.06,4.13,2.24,5.0,2.39,3.88,3.22,3.37,1.39,1.65,2.24,3.91,3.31,3.96,3.35,5,2,2,1,13,11-25,2,Once daily,2.98,0.2,0.578,0.625,0.02,0.242,0.325,2049,2575,818
P0417,35,Female,Master,4,0,Self-employed,6,59,12,4.07,3.35,4.4,1.15,2.19,1.7,3.34,2.56,3.45,1.81,2.78,3.98,4.35,2.05,3.29,1.99,8,2,0,0,24,11-25,2,Once daily,1.87,1.3,0.793,0.752,0.148,0.16,0.353,4238,6065,1226
P0418,40,Non-binary,High school,1,1,Employed full-time,0,26,3,2.7,4.15,3.37,3.05,4.55,2.1,3.18,3.21,3.09,2.91,1.83,2.4,4.8,2.63,3.51,3.59,4,2,3,1,26,51-100,4,Few times/day,4.38,5.8,0.525,0.524,0.127,0.348,0.297,3916,5440,1224
P0419,55,Female,Bachelor,3,0,Student,5,76,9,3.42,2.61,3.02,2.65,3.55,3.22,2.42,2.32,1.93,1.97,2.27,2.69,2.98,3.83,3.33,4.01,5,2,2,0,40,51-100,4,Constantly,2.47,0.6,0.68,0.709,0.113,0.211,0.128,2787,4171,1407
P0420,27,Male,Bachelor,3,0,Employed full-time,6,63,8,2.73,3.56,2.06,3.96,3.49,3.19,3.0,3.53,2.15,4.0,1.93,1.04,3.7,3.63,3.58,3.87,5,3,2,1,15,100+,5,Few times/day,4.18,0.3,0.57,0.595,0.295,0.306,0.032,4219,5022,1382
P0421,50,Female,Bachelor,3,0,Employed full-time,4,60,9,3.23,4.34,3.3,3.96,4.23,2.56,3.12,4.19,2.79,3.4,2.27,6.06,3.05,3.1,3.91,3.38,4,4,1,0,40,51-100,4,Few times/day,3.3,1.3,0.467,0.457,0.182,0.342,0.231,3987,5753,2094
P0422,32,Male,High school,1,1,Student,5,53,10,3.91,4.46,4.07,3.03,2.95,2.24,3.42,3.71,2.24,3.01,2.35,4.82,3.37,3.54,3.6,3.9,4,5,2,0,21,0-10,1,Few times/day,2.11,5.3,0.59,0.5,0.16,0.419,0.373,4130,4902,1285
P0423,57,Female,Bachelor,3,0,Employed full-time,3,73,9,1.0,3.48,3.27,2.3,2.97,2.58,2.44,2.91,2.35,2.75,2.37,2.72,3.47,4.4,3.95,3.74,4,4,1,1,39,11-25,2,Once daily,1.72,1.3,0.718,0.69,0.208,0.242,0.208,3060,3952,1201
P0424,50,Male,Bachelor,3,1,Student,1,42,7,2.68,2.44,2.55,2.65,3.96,2.76,3.68,3.07,3.03,1.3,2.76,3.84,4.99,2.89,4.19,3.82,5,5,1,0,35,26-50,3,Hourly,3.83,1.0,0.604,0.639,0.02,0.282,0.222,2410,2831,733
P0425,50,Male,Master,4,1,Employed full-time,4,56,5,1.43,3.15,3.56,3.99,4.26,1.47,2.14,3.04,1.68,3.36,2.41,3.02,4.75,2.05,3.06,3.26,4,3,2,1,38,0-10,1,Few times/day,2.01,2.1,0.69,0.711,0.235,0.16,0.584,4935,6677,2232
P0426,54,Female,Bachelor,3,0,Unemployed,1,36,5,3.7,3.59,3.36,1.87,3.44,2.4,4.29,3.67,3.24,3.22,2.43,4.64,3.51,3.7,2.74,2.38,6,3,0,1,39,51-100,4,Hourly,1.99,5.5,0.412,0.374,0.298,0.395,0.349,3474,5206,1446
P0427,35,Female,High school,1,0,Student,3,39,8,2.58,3.86,3.75,2.31,3.25,2.57,3.21,2.96,2.89,2.67,1.39,3.09,2.11,3.63,2.9,3.29,3,2,1,0,24,26-50,3,Few times/day,2.58,0.1,0.574,0.63,0.262,0.231,0.145,4891,7216,2448
P0428,60,Male,Bachelor,3,0,Employed part-time,2,46,6,3.96,3.44,3.35,2.88,3.74,2.22,3.76,2.81,2.55,2.41,2.92,3.27,3.92,3.81,2.83,2.86,5,4,0,0,40,100+,5,Hourly,2.6,0.3,0.602,0.704,0.195,0.237,0.296,4078,5521,1906
P0429,39,Male,Some college,2,0,Employed full-time,5,61,6,3.57,3.32,4.27,2.86,4.29,2.7,4.39,3.44,3.24,1.98,3.0,2.71,4.02,2.24,4.43,2.89,6,3,1,1,27,26-50,3,Once daily,3.18,0.3,0.75,0.72,0.093,0.15,0.321,3566,4560,1461
P0430,48,Female,Master,4,1,Student,2,52,12,3.17,4.68,4.53,2.21,4.5,2.2,3.51,3.7,2.93,1.66,2.58,4.22,3.38,2.0,3.75,3.15,8,5,0,0,31,26-50,3,Constantly,3.03,0.2,0.641,0.635,0.02,0.274,0.331,2950,3827,1207
P0431,58,Male,Bachelor,3,1,Unemployed,2,55,7,2.73,3.91,5.0,1.24,3.22,1.64,3.33,3.77,2.76,1.18,2.2,6.15,4.53,3.41,4.07,3.94,6,7,0,1,40,0-10,1,Few times/day,2.12,0.7,0.684,0.656,0.02,0.299,0.29,2069,3163,618
P0432,23,Female,Some college,2,0,Employed full-time,3,36,6,2.7,3.52,3.37,3.14,3.57,2.22,2.99,2.86,2.6,2.46,2.34,3.16,2.93,3.36,3.9,3.94,3,3,2,0,12,0-10,1,Hourly,2.62,0.5,0.615,0.605,0.128,0.248,0.53,2604,3056,1121
